"","carat","cut","color","clarity","depth","table","price","x","y","z"
"267",0.7,"Premium","F","VS1",62.1,60,2792,5.71,5.65,3.53
"37654",0.33,"Ideal","G","IF",61.5,56,992,4.46,4.48,2.75
"12854",1.09,"Ideal","H","SI1",61.9,57,5358,6.63,6.58,4.09
"41956",0.23,"Very Good","E","VVS2",62.6,59,505,3.93,3.96,2.47
"11423",1.1,"Ideal","H","SI2",62,56.5,5002,6.58,6.63,4.09
"4592",1.11,"Premium","D","I1",61.9,58,3655,6.66,6.63,4.11
"17121",1.02,"Very Good","D","VS2",63.7,55,6830,6.42,6.45,4.1
"22432",2.1,"Ideal","I","SI2",63,56,10457,8.18,8.15,5.12
"52916",0.7,"Premium","D","SI1",59.8,57,2589,5.79,5.74,3.45
"49609",0.7,"Very Good","H","VS2",61.4,54,2138,5.77,5.66,3.51
"2528",0.7,"Very Good","F","VVS2",60.5,60,3205,5.7,5.73,3.46
"25849",2,"Premium","G","SI1",59.3,60,14918,8.19,8.13,4.84
"21226",1.28,"Ideal","G","VS1",62.7,53,9372,6.94,6.97,4.36
"11768",1.2,"Good","H","SI2",62.2,62,5082,6.69,6.75,4.18
"3301",0.9,"Very Good","F","SI2",63,56,3368,6.09,6.16,3.86
"7771",0.91,"Very Good","E","SI1",62.1,60,4284,6.21,6.25,3.87
"6921",0.91,"Premium","E","SI1",60.5,61,4138,6.23,6.19,3.76
"29814",0.3,"Premium","D","SI1",62.5,59,709,4.28,4.26,2.67
"29546",0.43,"Good","G","SI1",63.1,58,704,4.75,4.79,3.01
"52845",0.7,"Ideal","D","SI2",62.1,56,2575,5.67,5.71,3.53
"14719",0.3,"Good","H","VVS2",63.1,60,605,4.24,4.28,2.69
"25593",1.54,"Very Good","G","VS1",63.4,57,14433,7.28,7.36,4.64
"34893",0.31,"Ideal","D","VS2",61.8,56,879,4.39,4.35,2.7
"33338",0.41,"Ideal","G","VS2",61.4,54,827,4.77,4.84,2.95
"42465",0.5,"Very Good","E","SI1",61.5,62,1316,5.06,5.09,3.12
"53525",0.71,"Very Good","G","VS2",61.3,59,2690,5.72,5.76,3.52
"27098",2.01,"Premium","H","SI1",62.3,58,17235,8.04,7.99,4.99
"3453",0.74,"Ideal","G","VVS1",62.1,56,3388,5.78,5.82,3.6
"1036",0.53,"Ideal","D","VVS1",62.5,54,2905,5.16,5.21,3.24
"46896",0.6,"Premium","D","SI1",61.5,52,1814,5.5,5.43,3.36
"37440",0.33,"Ideal","E","VVS1",61.7,56,984,4.42,4.46,2.74
"27946",0.25,"Ideal","H","VS1",61.7,57,431,4.04,4.07,2.5
"40546",0.45,"Good","D","VS2",63.7,61,1149,4.81,4.73,3.04
"17939",1.21,"Very Good","H","VS1",62.3,58,7246,6.71,6.74,4.19
"13333",1.22,"Ideal","H","SI2",61.7,56,5502,6.87,6.93,4.26
"24458",1.74,"Ideal","H","SI1",61.9,55,12720,7.74,7.71,4.78
"19222",1.58,"Premium","E","SI2",61,60,7963,7.54,7.51,4.59
"5388",0.3,"Premium","G","SI1",60.1,62,574,4.37,4.35,2.62
"18864",1.55,"Premium","J","VS1",61.6,58,7733,7.39,7.42,4.56
"5499",1.04,"Good","J","VS2",57.4,60,3844,6.76,6.72,3.87
"16149",1.09,"Ideal","H","VS2",62.9,58,6453,6.56,6.51,4.11
"46888",0.7,"Very Good","G","SI2",63.3,57,1814,5.61,5.51,3.52
"4588",0.8,"Ideal","F","VS2",62,55,3653,5.93,6,3.7
"26196",2.01,"Ideal","H","SI2",60.1,57,15562,8.24,8.2,4.94
"4134",1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
"37240",0.4,"Ideal","F","VS2",61.9,55,975,4.77,4.73,2.94
"34276",0.41,"Good","G","I1",63.8,56,467,4.7,4.74,3.01
"14501",1.36,"Premium","I","SI2",62.7,58,5856,7.01,7.08,4.42
"23860",1.51,"Ideal","F","SI1",62.4,56,11950,7.34,7.4,4.6
"3720",0.74,"Ideal","F","VS2",61.9,57,3454,5.79,5.81,3.59
"41843",0.35,"Ideal","E","IF",61.4,56,1254,4.56,4.53,2.79
"7841",1.13,"Ideal","E","SI2",62.4,56,4303,6.66,6.63,4.15
"33858",0.3,"Premium","E","VS2",60,60,844,4.4,4.36,2.63
"16015",1.3,"Premium","H","SI2",60.1,57,6406,7.17,7.13,4.3
"6671",0.95,"Very Good","J","VVS2",60.5,59,4098,6.33,6.36,3.84
"867",0.7,"Very Good","G","SI2",59,62,2872,5.79,5.81,3.42
"33200",0.3,"Premium","G","VVS2",62.9,58,819,4.29,4.26,2.69
"11314",1.15,"Premium","G","SI2",62.2,60,4985,6.69,6.66,4.15
"38561",0.5,"Fair","G","SI2",65.6,56,1035,4.99,4.92,3.25
"51372",0.85,"Ideal","J","SI1",62.3,55,2366,6.1,6.06,3.79
"12105",1.1,"Premium","D","SI1",60.4,59,5166,6.66,6.69,4.03
"28806",0.33,"Ideal","E","VS2",62.4,54,682,4.44,4.47,2.78
"37568",0.31,"Premium","D","VVS2",61.7,58,988,4.39,4.33,2.69
"45812",0.69,"Ideal","G","SI2",62.7,54,1711,5.71,5.64,3.56
"22874",1.57,"Premium","G","SI1",59.5,58,10914,7.56,7.61,4.51
"19324",1.51,"Premium","H","SI2",61.4,60,8033,7.37,7.31,4.51
"47682",0.51,"Ideal","D","VS2",61.9,57,1882,5.15,5.09,3.17
"35622",0.3,"Premium","I","VS1",61.6,60,473,4.27,4.3,2.64
"14836",1.25,"Ideal","J","VVS2",61.1,57,5975,6.91,6.94,4.23
"723",0.36,"Ideal","H","SI1",61.9,55,556,4.57,4.59,2.83
"45088",0.52,"Premium","E","VS2",60.9,58,1646,5.2,5.18,3.16
"13068",1.2,"Ideal","I","SI1",61.8,56,5412,6.77,6.8,4.19
"53154",0.71,"Premium","G","VS2",62.1,62,2623,5.71,5.65,3.53
"49121",0.7,"Good","H","SI1",63.4,61,2066,5.58,5.62,3.55
"52220",0.5,"Ideal","D","VVS2",61.4,55,2482,5.13,5.16,3.16
"17959",1.2,"Premium","G","VS2",59.4,58,7258,6.91,6.85,4.09
"53300",0.3,"Ideal","D","SI1",61.4,56,552,4.32,4.35,2.66
"45352",0.59,"Ideal","E","SI1",62,55,1664,5.37,5.4,3.34
"34912",0.34,"Premium","G","VS1",60.4,61,880,4.53,4.48,2.72
"20107",1.5,"Very Good","G","SI2",60.7,61,8580,7.33,7.36,4.46
"36146",0.33,"Premium","E","VS2",61,60,928,4.47,4.42,2.71
"32711",0.31,"Ideal","F","VS2",62.3,55,802,4.37,4.33,2.71
"16412",1.5,"Good","G","SI2",63.6,58,6552,7.19,7.09,4.54
"34280",0.31,"Ideal","J","VVS2",62,56.1,468,4.31,4.33,2.68
"10536",1,"Very Good","E","SI1",63.4,58,4805,6.29,6.26,3.98
"39726",0.4,"Ideal","E","VVS2",62.3,54,1090,4.74,4.76,2.96
"4726",0.33,"Premium","I","SI1",61.4,58,572,4.5,4.46,2.75
"25665",1.98,"Ideal","I","SI1",62.6,55,14581,8.04,8.1,5.05
"2674",0.71,"Ideal","E","VS1",62.7,57,3238,5.66,5.69,3.56
"26033",0.32,"Ideal","F","VS2",61.3,57,645,4.37,4.4,2.69
"21800",1.2,"Premium","G","VVS2",61.2,58,9873,6.84,6.88,4.2
"44182",0.5,"Very Good","E","VS2",62.4,57,1568,5.01,5.03,3.13
"15932",1.01,"Premium","G","VVS2",61.9,58,6371,6.48,6.38,3.98
"5950",0.76,"Ideal","H","VS2",62,56,3948,5.86,5.88,3.64
"24654",1.7,"Premium","H","VS2",62.8,58,12992,7.57,7.52,4.74
"28241",0.33,"Ideal","G","VS1",62.1,56,666,4.4,4.42,2.74
"42461",0.5,"Very Good","E","SI1",63,58,1316,5.04,5.08,3.19
"37495",0.35,"Premium","E","VS2",61.6,58,984,4.57,4.52,2.8
"28299",0.24,"Ideal","J","VVS2",62.8,57,432,3.96,3.94,2.48
"46118",0.56,"Premium","I","VVS1",60.6,59,1743,5.33,5.29,3.22
"45131",0.52,"Very Good","E","VS2",62.5,58,1653,5.13,5.18,3.22
"4742",0.76,"Ideal","F","VS1",62.2,56,3680,5.83,5.87,3.64
"50167",0.54,"Ideal","F","VVS2",61.4,56,2218,5.27,5.29,3.24
"9688",1.22,"Very Good","J","SI2",62.6,58,4652,6.78,6.84,4.26
"42941",0.33,"Ideal","G","SI1",61.6,56,506,4.43,4.47,2.74
"33646",0.38,"Ideal","G","VS1",60.8,56,833,4.66,4.71,2.85
"53919",0.76,"Premium","I","VS1",59.3,62,2753,5.93,5.85,3.49
"7974",0.9,"Very Good","H","VS1",62.2,59,4324,6.14,6.18,3.83
"25978",2.1,"Premium","G","SI2",62.6,56,15175,8.2,8.16,5.12
"47157",0.45,"Ideal","F","VVS1",61.8,55,1833,4.92,4.95,3.05
"24189",2.18,"Very Good","G","SI2",63.3,59,12377,8.25,8.2,5.2
"1834",0.71,"Very Good","E","VS1",63.3,56,3061,5.64,5.68,3.58
"9661",1.01,"Very Good","H","SI1",63.3,58,4642,6.4,6.37,4.04
"46802",0.52,"Ideal","F","VS2",60,62,1806,5.23,5.19,3.13
"12001",1.01,"Good","D","SI1",63.9,61,5147,6.31,6.28,4.02
"19242",1.15,"Very Good","D","VS1",62.9,54,7978,6.72,6.69,4.22
"838",0.82,"Premium","F","SI2",59.7,57,2867,6.14,6.12,3.66
"18082",1.01,"Good","G","VVS2",58.2,55,7306,6.65,6.68,3.88
"9942",1.01,"Ideal","J","VS1",61.2,57,4693,6.45,6.49,3.96
"40120",0.41,"Ideal","F","VVS2",62.6,55,1115,4.73,4.76,2.97
"13601",0.9,"Ideal","G","VVS1",61.6,57,5564,6.24,6.16,3.82
"28269",0.27,"Ideal","G","SI2",62.3,55,361,4.14,4.18,2.59
"48503",0.54,"Ideal","G","VVS1",61.3,56,1982,5.23,5.28,3.22
"13298",1.03,"Premium","D","SI1",61.8,57,5491,6.53,6.49,4.02
"45336",0.51,"Good","E","VS2",63.8,55,1662,5.08,5.05,3.23
"35932",0.43,"Premium","D","SI2",61.1,58,919,4.9,4.86,2.98
"45926",0.53,"Ideal","G","VS1",61.8,55,1721,5.17,5.22,3.21
"18997",1.01,"Premium","E","VS1",60.8,59,7821,6.42,6.46,3.92
"51897",0.78,"Ideal","F","SI2",59.7,57,2431,6.01,5.98,3.58
"36139",0.33,"Ideal","E","VS2",61.2,56,928,4.47,4.45,2.73
"34962",0.32,"Ideal","I","VS1",62.1,57,471,4.37,4.42,2.73
"28909",0.3,"Good","G","VVS2",63.5,56,684,4.29,4.34,2.74
"11468",1.11,"Ideal","J","VS1",61.3,55,5012,6.65,6.75,4.11
"47442",0.7,"Very Good","I","SI1",61.6,63,1856,5.68,5.59,3.47
"48562",0.56,"Ideal","D","VS2",61.2,56,1991,5.31,5.38,3.27
"47126",0.7,"Fair","E","SI2",70.6,56,1828,5.45,5.35,3.81
"31524",0.34,"Very Good","E","SI1",63.2,55,765,4.49,4.46,2.83
"11881",1.03,"Ideal","G","SI1",60.1,59,5111,6.6,6.57,3.96
"23652",1.5,"Very Good","E","SI1",60.8,58,11688,7.32,7.36,4.46
"8084",1.01,"Premium","G","SI1",63,59,4338,6.32,6.27,3.96
"32422",0.41,"Ideal","D","SI1",60.8,57,791,4.8,4.84,2.93
"21071",1.02,"Very Good","F","VVS2",59.9,57,9246,6.54,6.59,3.93
"20412",1.12,"Ideal","G","VVS2",62,55,8773,6.67,6.69,4.14
"30564",0.31,"Ideal","E","VS1",61.6,57,734,4.32,4.35,2.67
"39240",0.5,"Very Good","F","SI2",61.4,61,1068,5.09,5.14,3.14
"51746",0.63,"Good","H","IF",59.3,62,2404,5.66,5.7,3.37
"5932",1.1,"Ideal","E","I1",61.9,56,3942,6.63,6.59,4.09
"38094",0.45,"Premium","I","VVS1",63,56,1013,4.9,4.88,3.08
"12093",1.18,"Ideal","I","SI2",61.9,54,5163,6.77,6.84,4.21
"19619",1.07,"Ideal","G","VVS2",62.4,55.6,8235,6.48,6.55,4.07
"13705",1.51,"Good","E","I1",57.5,59,5601,7.56,7.51,4.33
"29029",0.31,"Ideal","H","VVS1",62.6,53,687,4.35,4.41,2.74
"39606",0.32,"Ideal","F","SI1",61.3,55,491,4.44,4.47,2.73
"13677",1.02,"Very Good","H","VS1",62.8,59,5598,6.34,6.47,4.02
"20898",1.51,"Premium","I","VS2",63,60,9116,7.3,7.25,4.58
"33077",0.26,"Ideal","E","VVS1",61.7,56,814,4.11,4.09,2.53
"17565",1.62,"Very Good","J","SI2",61.6,60,7072,7.52,7.64,4.67
"40369",0.5,"Ideal","I","VS1",61.9,54,1130,5.12,5.16,3.18
"1658",0.85,"Ideal","G","SI1",61.6,55,3023,6.09,6.11,3.76
"15248",1.04,"Premium","G","VS2",62.2,58,6122,6.49,6.4,4.01
"22320",1.62,"Premium","I","VS1",61.7,59,10362,7.55,7.47,4.63
"7933",0.9,"Ideal","F","SI1",62,57,4318,6.21,6.25,3.86
"38044",0.5,"Ideal","G","SI2",61.2,56,1011,5.13,5.17,3.15
"15867",2.02,"Fair","G","I1",65.6,57,6346,7.87,7.8,5.15
"14751",1,"Very Good","F","VS2",62.1,58,5938,6.36,6.45,3.96
"50188",0.7,"Very Good","E","SI2",61.8,60,2224,5.61,5.65,3.48
"10557",1.06,"Premium","G","SI1",59.6,58,4815,6.67,6.73,3.99
"6644",0.9,"Ideal","E","SI2",62.7,54,4091,6.13,6.21,3.87
"48349",0.74,"Premium","H","SI2",60.9,61,1962,5.84,5.75,3.53
"1",0.23,"Ideal","E","SI2",61.5,55,326,3.95,3.98,2.43
"1351",0.91,"Very Good","E","SI2",58.6,63,2963,6.38,6.32,3.72
"8280",1.02,"Premium","D","SI2",62.1,57,4381,6.41,6.37,3.97
"20065",0.31,"Ideal","F","VS2",62.6,55,625,4.29,4.33,2.7
"41948",0.29,"Ideal","D","VS1",61.7,57,504,4.23,4.26,2.62
"41658",0.5,"Ideal","D","SI2",62.4,56,1239,5.06,5.1,3.17
"9086",1.2,"Very Good","J","SI2",61.2,58,4523,6.77,6.82,4.16
"48169",0.57,"Ideal","G","VS1",62.5,54.2,1943,5.29,5.31,3.31
"18862",1.17,"Premium","G","SI1",62.6,55,7731,6.75,6.7,4.21
"50682",0.53,"Ideal","E","VVS2",62.4,56,2288,5.15,5.17,3.22
"31643",0.25,"Premium","H","VVS1",59.8,59,450,4.07,4.09,2.44
"7682",1.03,"Premium","H","SI1",62.4,58,4274,6.5,6.42,4.03
"14886",1.01,"Ideal","G","VS2",61.7,57,5995,6.48,6.45,3.99
"28669",0.32,"Premium","E","VS1",61.3,58,677,4.36,4.39,2.68
"7800",1.12,"Ideal","H","SI1",62.7,56,4290,6.66,6.61,4.16
"37353",0.4,"Ideal","D","VS2",61.5,55,982,4.71,4.75,2.91
"6244",0.91,"Very Good","I","VS2",59.9,58,4008,6.35,6.27,3.78
"22651",1.51,"Good","E","SI1",63.5,57,10696,7.23,7.28,4.61
"12114",1.25,"Premium","J","SI1",62,58,5166,6.9,6.88,4.27
"31764",0.35,"Ideal","H","VVS1",60.9,57,773,4.55,4.58,2.78
"30619",0.34,"Premium","I","SI1",62.7,58,447,4.4,4.43,2.77
"12367",0.26,"Very Good","F","VVS1",62,59,597,4.08,4.15,2.55
"1807",0.79,"Ideal","E","SI1",62.1,54,3053,5.96,5.92,3.69
"30480",0.31,"Premium","D","SI1",60.2,56,732,4.4,4.37,2.64
"41472",0.41,"Ideal","D","VS1",61,57,1230,4.82,4.78,2.93
"51966",0.3,"Ideal","H","VS1",62.2,57,545,4.28,4.31,2.67
"48607",1,"Fair","I","I1",66.9,57,1997,6.15,6.03,4.09
"30585",0.31,"Ideal","D","VS2",61.5,56,734,4.34,4.37,2.68
"29969",0.31,"Very Good","H","SI1",62.3,55,446,4.34,4.36,2.71
"11505",1,"Very Good","I","VS2",61.9,59,5020,6.35,6.38,3.94
"32430",0.33,"Ideal","E","VS2",61.7,55,792,4.45,4.47,2.75
"39847",0.51,"Very Good","F","SI2",62.7,56,1100,5.07,5.1,3.19
"34532",0.33,"Ideal","G","VVS1",62.2,57,868,4.41,4.46,2.76
"42818",0.5,"Premium","G","VS2",59.4,60,1354,5.14,5.16,3.06
"570",0.56,"Very Good","E","IF",61,59,2833,5.28,5.34,3.24
"1298",0.75,"Good","F","VS1",64.4,59,2953,5.67,5.72,3.66
"44364",0.55,"Premium","D","SI1",62.7,59,1580,5.22,5.25,3.28
"26489",2.01,"Good","F","SI2",64.1,57,16085,7.78,7.82,5
"1469",0.71,"Ideal","G","VVS1",61.7,57,2982,5.7,5.75,3.53
"13005",1.21,"Premium","G","SI2",62.7,59,5405,6.74,6.66,4.2
"13829",1.1,"Ideal","H","SI1",62.2,55,5636,6.66,6.62,4.13
"42510",0.41,"Ideal","F","VS2",61.5,56,1322,4.79,4.83,2.96
"13113",1.11,"Ideal","G","SI1",62.6,57,5428,6.64,6.56,4.13
"5728",0.25,"Very Good","D","VVS2",61.3,59,575,4.07,4.12,2.51
"47079",0.52,"Ideal","D","VS2",62.6,55,1822,5.12,5.14,3.21
"41396",0.53,"Ideal","E","SI2",60.9,57,1223,5.21,5.23,3.18
"17186",1.11,"Premium","F","VS2",62.7,59,6863,6.58,6.62,4.14
"10066",0.32,"Premium","H","SI1",63,59,591,4.37,4.33,2.74
"40772",0.46,"Fair","D","VS1",67.3,61,1166,4.81,4.71,3.21
"12481",0.91,"Ideal","E","SI1",61.4,54,5252,6.26,6.24,3.84
"37004",0.3,"Premium","D","VVS2",62.4,58,965,4.3,4.26,2.67
"22755",2.01,"Fair","H","SI2",65.3,56,10772,7.95,7.86,5.16
"53660",0.73,"Ideal","D","SI2",62.4,56,2707,5.77,5.74,3.59
"35638",0.24,"Very Good","D","SI1",63.1,55,475,3.95,4.01,2.51
"51674",0.71,"Ideal","E","SI2",61.2,57,2398,5.74,5.82,3.54
"32669",0.31,"Ideal","G","VS1",61.4,56,802,4.37,4.36,2.68
"17478",1.01,"Premium","F","VS1",60.8,59,7017,6.45,6.41,3.91
"36637",0.41,"Very Good","D","SI1",63.4,55,947,4.72,4.68,2.98
"10490",0.9,"Fair","D","SI1",64,63,4796,6.12,6.04,3.89
"1697",0.91,"Ideal","I","SI2",61.6,57,3034,6.23,6.24,3.84
"14853",1.07,"Ideal","F","SI1",62.7,56,5982,6.47,6.53,4.08
"34781",0.41,"Premium","D","SI2",62.4,60,876,4.77,4.71,2.96
"47598",0.59,"Very Good","G","VS1",62,56,1878,5.35,5.39,3.33
"18535",1.51,"Premium","J","VS2",60.2,59,7553,7.36,7.35,4.43
"1454",0.54,"Ideal","F","VVS1",61.6,55,2977,5.28,5.27,3.25
"26292",1.5,"Ideal","D","VS2",62,57,15788,7.34,7.37,4.56
"31664",0.38,"Ideal","H","VS1",62.2,53.7,768,4.63,4.68,2.9
"34274",0.28,"Ideal","H","VS2",62.5,54,467,4.2,4.22,2.63
"6599",1,"Very Good","F","SI2",62.8,57,4081,6.37,6.44,4.02
"11116",1.02,"Good","F","SI1",64.3,58,4936,6.28,6.32,4.05
"28993",0.34,"Very Good","F","VS2",62.9,58,686,4.44,4.46,2.8
"29760",0.42,"Premium","I","SI2",61.5,59,709,4.84,4.78,2.96
"33252",0.45,"Ideal","I","VS1",62.1,55,825,4.9,4.92,3.05
"26930",1.73,"Premium","G","VS2",62.9,58,16960,7.65,7.58,4.79
"7627",0.8,"Very Good","E","VS2",61.6,57,4263,5.95,5.97,3.67
"49375",0.54,"Premium","D","VS1",61.1,58,2100,5.3,5.24,3.22
"171",0.75,"Ideal","D","SI2",61.3,56,2773,5.85,5.89,3.6
"31067",0.33,"Very Good","G","VVS2",61.2,57,752,4.42,4.44,2.71
"36423",0.39,"Good","G","VS2",63.7,53,942,4.67,4.62,2.96
"36372",0.33,"Ideal","D","VS2",60.9,56,940,4.49,4.51,2.74
"5858",0.51,"Fair","F","VVS2",65.4,60,3920,4.98,4.9,3.23
"11482",1.21,"Very Good","I","SI2",63.2,57,5014,6.7,6.66,4.22
"47925",0.56,"Ideal","G","VS1",60.6,56,1915,5.36,5.33,3.24
"18221",0.9,"Ideal","D","VS1",61.9,59,7393,6.14,6.17,3.81
"32008",0.37,"Ideal","E","SI1",61.4,56,777,4.65,4.6,2.84
"13878",1.01,"Very Good","F","VS2",63.5,58,5650,6.35,6.32,4.02
"52292",0.25,"Very Good","D","VVS2",62.1,57,548,4.02,4.07,2.51
"23184",2.06,"Premium","I","SI2",62.2,60,11190,8.14,8.1,5.05
"2455",0.73,"Ideal","D","SI1",61.8,56,3189,5.8,5.76,3.57
"17588",1.08,"Premium","F","VS2",62.8,59,7079,6.55,6.47,4.09
"51440",0.81,"Ideal","H","SI2",61.4,57,2375,6,5.96,3.67
"46630",0.3,"Very Good","E","SI1",60.6,56,526,4.35,4.37,2.64
"6200",1.01,"Very Good","J","SI1",62.8,57,3998,6.37,6.41,4.01
"40290",0.3,"Ideal","H","VS2",61.9,55,496,4.28,4.31,2.66
"46566",0.53,"Ideal","D","VS2",60.9,57,1783,5.17,5.24,3.17
"4953",1.01,"Ideal","I","SI2",61.9,55,3733,6.45,6.38,3.97
"469",0.7,"Ideal","E","VS1",62.9,57,2818,5.66,5.61,3.54
"39737",0.38,"Ideal","D","VS1",62.1,53.9,1092,4.65,4.67,2.9
"13279",1.01,"Good","F","VS2",57.3,62,5487,6.63,6.59,3.79
"7109",0.92,"Very Good","D","SI2",62.4,60,4168,6.21,6.25,3.89
"53386",0.7,"Ideal","F","SI1",61.7,58,2662,5.67,5.7,3.51
"13394",0.32,"Very Good","F","VS2",59.7,62,602,4.38,4.43,2.63
"30781",0.4,"Ideal","D","SI1",62.5,55,741,4.71,4.73,2.95
"44401",0.43,"Premium","D","VVS1",59.6,58,1584,4.89,4.94,2.93
"24219",2.01,"Premium","J","SI2",61.4,60,12407,8.14,8.07,4.98
"37195",0.46,"Ideal","I","VS1",62.3,56,974,4.96,4.93,3.08
"21321",1.51,"Very Good","F","SI2",63.4,57,9471,7.29,7.25,4.61
"24974",1.51,"Premium","F","VS2",62.2,60,13474,7.25,7.34,4.54
"47602",0.7,"Good","F","SI1",64.3,62,1878,5.55,5.49,3.55
"26397",2.14,"Premium","I","SI1",61.3,61,15913,8.32,8.28,5.09
"46258",0.54,"Premium","G","VS1",61.1,59,1754,5.22,5.26,3.2
"43504",0.43,"Ideal","F","VVS1",62.3,55,1422,4.88,4.85,3.03
"51009",0.74,"Very Good","I","VS2",60.8,59,2327,5.83,5.85,3.55
"29577",0.41,"Very Good","F","SI1",63,56,705,4.71,4.78,2.99
"42812",0.46,"Ideal","H","VS1",61.9,55,1353,4.95,4.99,3.08
"46294",0.3,"Ideal","E","SI1",61.9,57,526,4.29,4.33,2.67
"22987",1.87,"Premium","H","SI2",62.5,58,11037,7.86,7.81,4.9
"32721",0.31,"Ideal","F","VS2",62.3,57,802,4.34,4.3,2.69
"36357",0.34,"Very Good","F","VVS1",61,56,939,4.52,4.53,2.76
"11475",0.9,"Ideal","H","VS1",62,54,5013,6.2,6.23,3.86
"45986",0.3,"Very Good","H","VS1",62.9,56,526,4.22,4.27,2.67
"51184",0.78,"Very Good","H","SI2",63.1,56,2348,5.84,5.88,3.7
"50851",0.78,"Very Good","J","VS2",63,58,2312,5.84,5.87,3.69
"29266",0.31,"Premium","E","SI1",60.1,61,698,4.4,4.35,2.63
"45827",0.65,"Premium","G","SI1",59.9,59,1712,5.69,5.62,3.39
"36557",0.4,"Premium","E","SI1",62.2,58,945,4.74,4.71,2.94
"11802",1.1,"Premium","D","SI2",61.5,60,5088,6.64,6.58,4.06
"38747",0.35,"Ideal","G","IF",61.4,55,1044,4.56,4.59,2.81
"44454",0.53,"Good","G","VS1",63.8,56,1591,5.17,5.11,3.28
"8877",1.04,"Ideal","H","SI2",62.1,56,4484,6.5,6.48,4.03
"42425",0.51,"Good","F","SI1",63.6,56,1312,5.11,5.08,3.24
"41537",0.42,"Ideal","G","VVS1",62,56,1235,4.84,4.81,2.99
"50772",0.71,"Good","F","SI1",57.9,53,2300,5.84,5.8,3.37
"43252",0.42,"Premium","G","IF",60.2,59,1400,4.8,4.87,2.91
"13959",1.01,"Very Good","G","VS2",62.5,57,5679,6.37,6.4,3.99
"35774",0.4,"Premium","E","VS2",62.2,59,912,4.71,4.74,2.94
"15274",1.5,"Premium","H","SI2",61.5,58,6132,7.38,7.32,4.52
"1618",0.71,"Ideal","F","VS1",61.1,57,3013,5.76,5.82,3.54
"16385",1.04,"Ideal","G","VS2",62.8,56,6542,6.48,6.42,4.05
"34693",0.3,"Ideal","F","IF",59.8,58,873,4.37,4.46,2.64
"17227",1.23,"Premium","G","SI1",61.2,59,6888,6.88,6.81,4.19
"44252",0.51,"Premium","D","SI1",62.3,61,1574,5.11,5.07,3.17
"6514",0.9,"Ideal","H","VS1",61.2,57,4064,6.28,6.24,3.83
"38499",0.42,"Ideal","G","VVS2",62.2,56,1031,4.77,4.81,2.98
"34249",0.38,"Ideal","G","SI1",61.3,56,855,4.67,4.63,2.85
"36262",0.31,"Ideal","E","VVS1",62.3,57,936,4.32,4.35,2.7
"14031",1.22,"Ideal","H","SI2",61.7,56,5703,6.83,6.91,4.24
"1161",0.51,"Very Good","E","IF",63.3,58,2925,5.03,5.08,3.2
"7718",0.32,"Ideal","H","VS1",61,56,580,4.43,4.45,2.71
"16071",1.02,"Premium","G","VS2",61.5,59,6416,6.44,6.41,3.95
"626",0.83,"Premium","F","SI2",61.4,59,2840,6.08,6.04,3.72
"22280",1.09,"Ideal","E","VVS2",60.9,56,10333,6.66,6.7,4.07
"42618",0.32,"Premium","I","VS1",61,60,505,4.42,4.47,2.71
"23086",1.22,"Ideal","G","IF",61.7,56,11111,6.87,6.91,4.25
"13762",1.2,"Ideal","H","SI2",61,57,5610,6.84,6.9,4.19
"1907",1,"Fair","J","VS1",66.6,57,3080,6.07,6.03,4.03
"29961",0.31,"Ideal","G","SI1",61.7,54,446,4.38,4.4,2.71
"47087",0.7,"Good","J","SI2",58.7,58,1824,5.74,5.85,3.4
"6708",0.23,"Premium","D","VS2",58.5,61,411,4.06,3.98,2.35
"37740",0.46,"Ideal","I","VS1",62,54,997,4.97,4.99,3.09
"363",0.75,"Very Good","H","VVS1",60.6,58,2806,5.85,5.9,3.56
"42244",0.52,"Ideal","D","SI2",61.2,57,1292,5.2,5.22,3.19
"51439",0.71,"Very Good","E","SI2",61.9,63,2375,5.74,5.69,3.54
"53178",0.71,"Premium","E","VS2",61.3,59,2630,5.7,5.76,3.51
"17439",1.09,"Very Good","F","VS2",61.4,54,6990,6.66,6.7,4.1
"41060",0.5,"Very Good","D","SI1",60.7,59,1190,5.11,5.04,3.08
"3667",1.22,"Very Good","J","SI2",63.5,58,3443,6.8,6.75,4.3
"51465",1.2,"Fair","G","I1",66.6,57,2376,6.57,6.5,4.34
"3530",1.04,"Good","J","SI1",64.2,58,3407,6.42,6.34,4.1
"602",0.7,"Very Good","E","SI1",63.5,59,2838,5.53,5.49,3.5
"49428",0.7,"Premium","F","SI2",61.9,62,2107,5.69,5.66,3.51
"32882",0.4,"Ideal","J","VS1",62.6,55,810,4.75,4.71,2.96
"27310",2.11,"Premium","G","SI1",61.6,59,17816,8.24,8.19,5.06
"10625",1.07,"Ideal","H","SI1",62,57,4830,6.51,6.56,4.05
"28186",0.4,"Premium","D","SI2",61.7,58,666,4.69,4.74,2.91
"7646",1.21,"Premium","J","VS2",62.4,58,4268,6.83,6.79,4.25
"13934",1.2,"Premium","H","SI1",61.8,58,5669,6.8,6.72,4.18
"5840",0.9,"Very Good","H","VS2",63.1,60,3919,6.12,6.08,3.85
"13179",1.11,"Premium","H","VS2",61.7,58,5450,6.64,6.69,4.11
