"","carat","cut","color","clarity","depth","table","price","x","y","z"
"30234",0.33,"Ideal","E","VS2",61.9,54,723,4.42,4.47,2.75
"38389",0.42,"Ideal","E","VS2",62.2,55,1024,4.83,4.79,2.99
"34940",0.31,"Good","I","SI1",64.3,55,377,4.27,4.29,2.75
"50137",0.7,"Very Good","H","SI1",62.1,59,2213,5.62,5.66,3.5
"38118",0.3,"Ideal","H","IF",61.8,55,1013,4.31,4.3,2.66
"11350",1.21,"Very Good","J","SI1",61.6,59,4990,6.8,6.83,4.2
"44247",0.51,"Very Good","F","VS2",63.5,56,1574,5.09,5.05,3.22
"10537",1,"Premium","E","SI1",61,61,4805,6.45,6.4,3.92
"19581",1.01,"Very Good","F","VVS2",59.8,58,8212,6.47,6.55,3.89
"50471",0.53,"Ideal","D","VS2",61.6,56,2266,5.2,5.22,3.21
"27986",0.3,"Ideal","E","VS2",62,55,658,4.27,4.31,2.66
"38708",0.35,"Ideal","G","IF",61.8,56,1041,4.57,4.52,2.81
"47156",0.52,"Ideal","G","VVS2",62.1,56,1833,5.14,5.16,3.2
"2135",0.71,"Ideal","F","VS2",61.8,56.2,3123,5.7,5.75,3.53
"38300",0.28,"Ideal","D","VS2",62.4,57,487,4.16,4.2,2.61
"23023",0.35,"Premium","I","VS2",61.2,58,630,4.57,4.55,2.79
"23232",2.06,"Ideal","J","SI2",61.9,55,11234,8.19,8.23,5.08
"6232",1.01,"Good","D","SI2",64,59,4004,6.34,6.28,4.04
"31000",0.36,"Ideal","E","VS1",61.4,56,747,4.59,4.63,2.83
"23117",1.31,"Ideal","G","VVS1",61.1,57,11146,7.01,7.06,4.3
"29138",0.32,"Ideal","H","VVS1",62.7,55,692,4.37,4.4,2.75
"15095",1.01,"Good","D","VS2",64.2,60,6066,6.32,6.35,4.07
"20819",1.37,"Very Good","H","VS1",62,59,9046,7.08,7.12,4.4
"18214",1.5,"Very Good","I","SI2",60.8,58,7392,7.24,7.34,4.43
"36519",0.3,"Premium","F","VVS2",61.5,58,945,4.31,4.29,2.64
"50642",0.31,"Good","G","VS2",63.6,56,544,4.26,4.29,2.72
"21564",1.51,"Very Good","G","SI1",63.4,58,9664,7.19,7.3,4.59
"18417",1.02,"Premium","F","VS1",62,59,7485,6.41,6.39,3.97
"46973",0.38,"Good","I","SI1",63.7,57,529,4.63,4.57,2.93
"39341",0.37,"Ideal","G","VVS2",60.7,55,1073,4.66,4.7,2.84
"10808",1.08,"Premium","F","SI1",62.1,58,4864,6.57,6.61,4.09
"25717",1.58,"Ideal","G","VS1",61.3,57,14624,7.48,7.54,4.6
"45697",0.51,"Very Good","H","SI1",61,55,1698,5.18,5.21,3.17
"32932",0.33,"Ideal","F","VVS2",61.4,56,810,4.44,4.49,2.74
"35116",0.3,"Ideal","F","IF",61.8,56,886,4.31,4.33,2.67
"51219",0.59,"Ideal","D","VS2",60.9,57,2352,5.42,5.48,3.32
"36188",0.41,"Very Good","F","VS1",63,57,931,4.66,4.7,2.95
"53387",0.8,"Good","G","SI1",65.3,57,2662,5.78,5.85,3.8
"8787",1,"Ideal","H","SI1",61.4,55,4469,6.49,6.44,3.97
"11914",1.07,"Premium","H","SI1",60,60,5123,6.65,6.61,3.98
"20471",1.41,"Premium","H","VS2",61.2,60,8812,7.21,7.17,4.4
"19118",1.01,"Very Good","G","VVS2",63.3,57,7885,6.31,6.36,4.01
"35316",0.37,"Ideal","E","VVS2",62.5,53,896,4.59,4.63,2.88
"1671",0.65,"Very Good","D","VVS2",57.7,60,3025,5.69,5.74,3.3
"37941",0.24,"Ideal","E","SI1",62.5,56,486,4.01,3.99,2.5
"35872",0.3,"Ideal","E","VVS1",61.1,56,918,4.36,4.38,2.67
"29805",0.3,"Premium","D","SI1",61.7,59,709,4.31,4.28,2.65
"1344",0.75,"Premium","H","VS1",61.9,61,2961,5.85,5.82,3.61
"16233",1.15,"Ideal","G","VS2",61.4,57,6492,6.78,6.74,4.15
"35990",0.42,"Very Good","G","VS1",60.6,58,921,4.82,4.95,2.96
"13730",0.27,"Premium","E","VS1",61.5,58,603,4.22,4.17,2.58
"40861",0.33,"Ideal","E","VVS1",61.2,55,1174,4.48,4.51,2.75
"49757",0.7,"Premium","E","SI2",61.8,59,2159,5.69,5.76,3.54
"42466",0.55,"Premium","G","SI1",61.3,59,1316,5.23,5.28,3.22
"11559",1.16,"Very Good","E","SI2",62.4,55,5034,6.69,6.77,4.2
"805",0.71,"Ideal","D","SI1",60.8,56,2863,5.8,5.77,3.52
"6936",1.12,"Ideal","F","SI2",61.8,55,4140,6.69,6.66,4.13
"15250",1.07,"Premium","D","SI1",63,57,6124,6.57,6.47,4.11
"18261",1.21,"Very Good","G","VS2",63.1,60,7416,6.72,6.66,4.22
"33034",0.32,"Ideal","G","VVS1",61.9,55,814,4.43,4.46,2.75
"45307",0.3,"Ideal","D","SI1",61.9,55,524,4.32,4.34,2.68
"6632",0.81,"Ideal","D","VS2",62.1,56,4087,6.01,5.98,3.72
"6824",1.01,"Very Good","F","SI2",62.8,58,4119,6.31,6.36,3.98
"45004",0.57,"Ideal","F","VS2",59.2,57,1637,5.45,5.5,3.24
"45399",0.55,"Ideal","H","VVS2",61.9,56,1668,5.22,5.25,3.24
"47399",0.7,"Premium","D","SI2",58.6,60,1848,5.89,5.78,3.42
"19711",1.21,"Ideal","H","VVS1",62.8,55,8286,6.78,6.82,4.27
"43694",0.5,"Premium","F","VS2",62.2,59,1436,5.06,5.1,3.16
"35566",0.35,"Ideal","G","VS1",62.1,56,906,4.56,4.52,2.82
"5514",0.91,"Good","D","SI2",63.8,58,3848,6.04,6.09,3.87
"1024",0.72,"Ideal","D","SI1",61.9,55,2903,5.78,5.75,3.57
"1826",0.91,"Premium","J","VS2",61.6,58,3058,6.28,6.23,3.85
"17787",1.01,"Ideal","G","VVS2",60.6,57,7167,6.54,6.5,3.95
"21733",1.17,"Ideal","G","VVS1",61.9,56,9799,6.73,6.78,4.18
"156",0.76,"Ideal","D","SI2",62.4,57,2770,5.78,5.83,3.62
"43982",0.32,"Ideal","J","VS2",62.1,54,393,4.38,4.44,2.74
"4314",1.07,"Ideal","G","SI2",60.8,57,3595,6.62,6.6,4.02
"53049",0.8,"Ideal","I","VS2",61.6,58,2606,5.99,6.03,3.7
"53803",0.72,"Premium","D","SI1",62.6,59,2732,5.74,5.7,3.58
"26850",2.01,"Premium","I","VS2",59.2,62,16778,8.17,8.14,4.83
"20191",1.51,"Very Good","G","SI2",62.8,56,8637,7.22,7.3,4.56
"50477",0.71,"Ideal","I","VS1",62,58,2266,5.75,5.72,3.55
"41824",0.51,"Premium","H","SI1",61.6,56,1250,5.19,5.14,3.18
"17006",1.15,"Ideal","H","VS2",62.4,56,6788,6.71,6.65,4.17
"31967",0.26,"Ideal","D","VS1",62,55,452,4.1,4.12,2.55
"1984",0.72,"Ideal","E","VVS2",62.1,57,3093,5.76,5.74,3.57
"9814",0.91,"Premium","H","VS1",61.8,54,4670,6.32,6.27,3.89
"38036",0.4,"Ideal","G","VS2",61,57,1010,4.74,4.77,2.9
"3468",1.04,"Premium","E","SI2",60.1,58,3392,6.65,6.56,3.97
"48027",0.71,"Good","I","SI2",61.3,63,1922,5.66,5.7,3.48
"42084",0.55,"Ideal","E","SI2",61.8,55,1273,5.26,5.29,3.26
"35710",0.3,"Ideal","D","VS2",60.8,57,911,4.38,4.33,2.65
"18425",1,"Good","G","VVS2",60.9,56,7492,6.49,6.52,3.96
"49856",0.67,"Premium","H","VVS2",60.6,61,2171,5.65,5.61,3.41
"46492",0.52,"Ideal","F","VS1",61.2,57,1778,5.16,5.2,3.17
"11954",1.05,"Premium","D","SI2",58.9,58,5134,6.74,6.67,3.95
"20707",0.31,"Premium","H","VVS2",61.4,59,625,4.35,4.38,2.68
"19644",1.77,"Very Good","J","SI2",63.4,60,8257,7.65,7.61,4.84
"32130",0.41,"Very Good","G","SI2",63.4,58,784,4.73,4.7,2.99
"22205",1.09,"Ideal","F","VVS2",62.1,56,10246,6.55,6.59,4.08
"51434",0.93,"Very Good","F","I1",61.3,59,2374,6.22,6.27,3.83
"5204",1.04,"Premium","D","SI2",58.3,58,3780,6.67,6.63,3.88
"14143",1.22,"Premium","G","SI2",60.5,58,5739,6.96,6.92,4.2
"30684",0.4,"Very Good","F","SI1",62.2,57,737,4.67,4.72,2.92
"48388",0.59,"Ideal","G","VVS2",62.2,56,1966,5.37,5.4,3.35
"31029",0.31,"Ideal","F","VS2",62.2,56,749,4.39,4.36,2.72
"5475",0.71,"Ideal","D","VS2",61,56,3838,5.76,5.81,3.53
"45081",0.57,"Premium","E","VS2",62.5,55,1645,5.33,5.27,3.31
"13876",1.13,"Premium","H","VS2",62,57,5650,6.68,6.62,4.12
"42810",0.53,"Ideal","H","VS2",62.3,54,1353,5.19,5.21,3.24
"51326",0.31,"Good","E","SI1",63.3,55,544,4.31,4.35,2.74
"50259",0.56,"Very Good","F","VVS2",59.5,61,2236,5.36,5.33,3.18
"892",0.7,"Ideal","F","VS1",61,55,2874,5.77,5.73,3.51
"8331",1.09,"Premium","H","SI2",61.2,62,4395,6.63,6.58,4.04
"30783",0.39,"Very Good","G","VS1",61.7,62,741,4.65,4.69,2.88
"47038",0.55,"Ideal","D","SI1",60.6,56,1819,5.32,5.27,3.21
"34586",0.35,"Ideal","F","VVS2",61.2,56,872,4.56,4.58,2.8
"35105",0.3,"Ideal","F","IF",62.2,57,886,4.3,4.32,2.68
"28355",0.34,"Ideal","H","VVS2",61.7,55,667,4.48,4.5,2.77
"32674",0.31,"Ideal","G","VS1",62.1,55,802,4.37,4.33,2.7
"9921",1.01,"Very Good","F","SI2",62.5,58,4690,6.39,6.41,4
"15711",0.24,"Very Good","F","VVS1",60.4,56,608,4.05,4.07,2.45
"29970",0.31,"Very Good","H","SI1",61.1,57,446,4.32,4.35,2.65
"18653",1.53,"Ideal","H","SI2",62.5,57,7617,7.36,7.39,4.61
"4967",0.91,"Very Good","H","SI1",62.8,58,3734,6.13,6.16,3.86
"53088",0.71,"Ideal","E","SI1",62.8,53,2612,5.67,5.7,3.57
"27465",2.03,"Very Good","D","SI2",62.4,59,18120,7.98,8.04,5
"39617",0.35,"Premium","E","SI2",61,58,491,4.52,4.56,2.77
"17507",1.32,"Ideal","E","SI2",62.7,56,7037,7.03,6.97,4.39
"10014",1.01,"Premium","H","SI1",62.6,61,4707,6.39,6.36,3.99
"36905",0.4,"Fair","G","SI1",59.9,67,960,4.81,4.77,2.87
"4071",0.31,"Ideal","D","SI1",62,55,571,4.36,4.38,2.71
"27911",0.26,"Very Good","F","VVS1",60.6,56,657,4.12,4.16,2.51
"1905",1,"Very Good","E","I1",62.3,58,3080,6.33,6.38,3.96
"21115",1.5,"Good","E","SI2",63.5,59,9281,7.25,7.28,4.61
"52396",0.58,"Ideal","F","VVS2",62,56,2509,5.32,5.36,3.31
"16516",1,"Very Good","E","VS2",62.8,60,6600,6.32,6.36,3.98
"36248",0.41,"Ideal","E","VS2",62.4,54,935,4.76,4.79,2.98
"49785",0.71,"Ideal","F","SI2",59.9,59,2161,5.79,5.83,3.48
"46805",0.7,"Premium","D","SI2",59.8,59,1806,5.75,5.72,3.43
"37859",0.44,"Ideal","E","VS2",62.4,57,1003,4.88,4.9,3.05
"13734",0.28,"Very Good","E","VVS2",60.2,58,604,4.24,4.27,2.56
"25137",2.11,"Premium","I","SI2",62.3,56,13701,8.23,8.13,5.1
"8548",1.01,"Very Good","H","SI1",61.9,57,4432,6.36,6.41,3.95
"5486",0.9,"Very Good","G","SI1",62,58,3841,6.14,6.18,3.82
"47967",0.52,"Ideal","D","VS2",61.6,55,1919,5.2,5.15,3.19
"18491",1.01,"Good","G","VVS2",63.2,59,7528,6.34,6.38,4.02
"30464",0.41,"Good","J","VS2",64,59,732,4.71,4.64,2.99
"16562",1.09,"Ideal","G","VS2",60.9,57,6617,6.69,6.72,4.08
"52146",0.7,"Premium","F","SI1",61.6,60,2470,5.68,5.72,3.51
"14707",0.3,"Very Good","G","VS1",62.9,60,605,4.18,4.22,2.64
"28820",0.31,"Ideal","D","VS1",62.1,57,683,4.32,4.35,2.69
"41391",0.42,"Premium","F","VVS2",61.7,59,1221,4.82,4.78,2.96
