,carat,cut,color,clarity,depth,table,price,x,y,z
25696,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
38729,0.4,Ideal,G,VVS1,62.1,53.0,1043,4.75,4.79,2.96
24419,1.64,Premium,F,SI1,62.8,59.0,12670,7.53,7.51,4.72
48179,0.54,Ideal,H,VVS1,61.7,57.0,1944,5.24,5.23,3.23
2631,0.74,Premium,E,VS2,62.7,58.0,3228,5.77,5.72,3.6
10425,1.24,Ideal,J,SI2,60.1,57.0,4783,7.02,6.98,4.21
34741,0.32,Ideal,F,VS1,61.9,55.0,876,4.41,4.4,2.73
51950,0.71,Very Good,E,SI1,63.1,59.0,2441,5.75,5.62,3.59
27276,2.0,Very Good,G,SI1,63.0,55.0,17724,7.96,8.1,5.06
33036,0.32,Ideal,G,VVS1,61.7,56.0,814,4.4,4.42,2.72
31448,0.4,Ideal,I,SI1,61.6,56.0,765,4.74,4.68,2.9
7482,0.91,Premium,H,VS2,61.8,60.0,4238,6.22,6.18,3.83
23859,1.5,Good,E,SI1,63.9,54.0,11948,7.26,7.2,4.62
36663,0.31,Ideal,D,VVS1,62.3,54.0,949,4.36,4.4,2.73
4466,0.7,Very Good,D,VVS2,62.3,56.0,3622,5.66,5.7,3.54
18776,1.02,Premium,F,VS1,62.7,55.0,7677,6.43,6.37,4.01
46398,0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25
34848,0.3,Ideal,G,VVS2,61.5,56.0,878,4.34,4.31,2.66
13753,1.0,Premium,F,VS2,59.9,60.0,5606,6.11,6.07,3.65
14775,1.01,Premium,G,VS2,61.8,59.0,5946,6.45,6.4,3.97
17681,1.01,Premium,F,VS1,62.4,61.0,7127,6.39,6.36,3.98
14527,1.01,Premium,G,VS2,62.1,59.0,5864,6.43,6.38,3.98
12103,1.13,Ideal,I,VS2,62.2,55.0,5165,6.69,6.67,4.15
29974,0.32,Ideal,D,SI1,60.9,55.0,715,4.45,4.48,2.72
3266,0.7,Ideal,D,VS2,61.4,55.0,3360,5.71,5.75,3.52
26010,1.52,Ideal,E,VS2,62.2,57.0,15239,7.34,7.38,4.58
11579,1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24
17347,1.72,Very Good,F,I1,60.5,59.0,6962,7.71,7.8,4.69
32421,0.41,Premium,D,SI1,61.4,58.0,791,4.76,4.78,2.93
3228,0.72,Ideal,G,VVS2,62.0,55.0,3352,5.72,5.76,3.56
33878,0.3,Premium,E,VS2,60.4,58.0,844,4.34,4.3,2.61
19686,0.32,Very Good,H,VS1,58.9,63.0,624,4.46,4.4,2.61
35281,0.35,Premium,I,SI1,62.5,58.0,472,4.49,4.53,2.82
22035,0.31,Premium,H,VS2,61.9,58.0,628,4.39,4.37,2.71
23882,1.31,Ideal,G,VVS2,61.3,58.0,11975,7.03,7.07,4.32
48822,0.7,Very Good,I,SI1,61.4,57.0,2028,5.72,5.75,3.52
25752,1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56
49441,0.74,Premium,G,SI2,62.8,57.0,2109,5.77,5.73,3.61
2966,1.01,Premium,F,SI2,60.9,60.0,3297,6.45,6.42,3.91
14342,1.02,Ideal,E,SI1,61.9,55.0,5806,6.49,6.46,4.01
53234,0.77,Good,D,SI2,63.8,58.0,2642,5.78,5.81,3.7
21988,1.2,Premium,E,VS1,60.7,57.0,10053,6.89,6.81,4.16
13934,1.2,Premium,H,SI1,61.8,58.0,5669,6.8,6.72,4.18
12470,1.2,Very Good,G,SI2,62.5,57.0,5250,6.73,6.84,4.24
50977,0.31,Very Good,E,SI1,58.3,60.0,544,4.48,4.51,2.62
53380,0.73,Ideal,E,SI1,60.1,56.0,2661,5.91,5.87,3.54
43512,0.51,Good,D,SI1,63.3,57.0,1423,5.06,5.09,3.21
19487,1.01,Premium,G,IF,63.0,60.0,8120,6.35,6.31,3.99
18277,1.17,Ideal,G,VS2,62.0,57.0,7423,6.74,6.78,4.19
40669,0.44,Premium,G,VVS2,60.9,57.0,1155,4.93,4.89,2.99
11027,0.91,Very Good,F,VS2,62.1,58.0,4917,6.19,6.24,3.86
12848,1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08
28087,0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69
24621,1.51,Premium,G,VS1,62.4,60.0,12948,7.34,7.3,4.57
5867,1.01,Premium,G,SI2,63.0,59.0,3923,6.38,6.32,4.0
50269,0.55,Very Good,E,VVS2,60.8,55.0,2238,5.26,5.33,3.22
30935,0.24,Very Good,H,VVS2,61.9,57.0,449,3.97,4.01,2.47
17568,1.16,Ideal,G,VS2,62.3,57.0,7074,6.66,6.72,4.17
26742,2.2,Ideal,H,SI2,60.0,58.0,16530,8.47,8.5,5.09
2970,0.78,Very Good,D,VS2,58.5,56.0,3298,6.08,6.12,3.57
36080,0.37,Very Good,E,VS1,60.2,56.0,925,4.68,4.71,2.83
49916,0.7,Premium,F,SI1,62.6,55.0,2184,5.65,4.5,3.0
46037,0.57,Ideal,E,SI1,62.1,56.0,1728,5.33,5.3,3.3
26447,2.02,Very Good,F,SI1,62.8,59.0,15987,7.9,7.98,4.99
25502,1.51,Premium,F,VS2,62.0,60.0,14294,7.35,7.23,4.52
37965,0.41,Very Good,D,VS2,62.8,55.0,1007,4.7,4.73,2.96
39213,0.4,Very Good,E,VVS2,62.8,58.0,1066,4.68,4.71,2.95
13921,1.2,Very Good,G,SI1,63.2,59.0,5665,6.77,6.74,4.27
13253,1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07
12759,1.0,Premium,G,VS2,60.8,60.0,5322,6.39,6.33,3.87
2669,0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55
19719,1.5,Very Good,I,SI1,63.1,59.0,8291,7.16,7.23,4.54
30977,0.37,Ideal,F,VS2,60.6,56.0,746,4.63,4.64,2.81
15395,1.2,Very Good,I,VS1,62.4,56.0,6167,6.78,6.74,4.22
17378,0.34,Premium,H,SI1,62.1,59.0,612,4.5,4.46,2.78
12164,1.13,Very Good,H,SI2,62.0,58.0,5179,6.67,6.71,4.15
37881,0.4,Very Good,G,VS1,63.4,56.0,1005,4.72,4.68,2.98
13250,1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23
645,0.81,Very Good,F,SI2,63.2,58.0,2843,5.91,5.92,3.74
53655,0.76,Ideal,D,SI2,62.2,57.0,2706,5.85,5.83,3.63
42837,0.41,Ideal,F,VVS1,62.3,53.0,1356,4.8,4.77,2.98
27746,2.0,Very Good,H,SI1,62.8,57.0,18803,7.95,8.0,5.01
53493,0.75,Premium,F,SI1,61.5,58.0,2683,5.83,5.87,3.6
6182,0.97,Premium,F,SI2,61.9,58.0,3993,6.35,6.31,3.92
32826,0.34,Ideal,E,VS1,60.8,57.0,805,4.49,4.53,2.74
13823,1.23,Premium,I,VS1,61.6,58.0,5632,6.9,6.84,4.23
16214,1.01,Very Good,E,VS2,63.1,56.0,6480,6.34,6.4,4.02
29326,0.31,Very Good,H,VS1,63.1,57.0,698,4.34,4.31,2.73
40653,0.54,Premium,H,SI1,61.0,58.0,1154,5.23,5.27,3.2
12738,1.11,Ideal,H,SI1,60.2,54.0,5315,6.82,6.7,4.07
38101,0.36,Ideal,E,VS2,61.2,56.0,1013,4.62,4.6,2.82
28338,0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.45,2.72
52586,0.79,Good,D,SI2,63.9,56.0,2539,5.89,5.84,3.75
17462,1.0,Very Good,E,VS1,61.2,57.0,7002,6.43,6.47,3.95
9878,0.9,Very Good,F,VS2,62.6,58.0,4681,6.08,6.13,3.82
41383,0.42,Ideal,F,VVS2,61.6,56.0,1221,4.85,4.83,2.98
25637,2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14
21057,0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67
53744,0.74,Premium,F,SI1,62.3,61.0,2723,5.8,5.76,3.6
3223,0.77,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67
33474,0.32,Ideal,F,VS2,61.1,57.0,828,4.44,4.4,2.7
21946,1.21,Premium,F,VS1,62.6,59.0,10018,6.81,6.76,4.25
5733,0.8,Ideal,E,SI1,61.0,57.0,3890,6.0,6.03,3.67
4789,1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12
8386,0.35,Good,F,SI1,63.6,54.0,583,4.51,4.52,2.87
16248,1.01,Premium,G,VS1,62.3,59.0,6499,6.38,6.42,3.99
25903,2.19,Premium,I,SI2,60.8,60.0,15032,8.34,8.38,5.08
29236,0.43,Ideal,G,SI2,62.3,53.0,696,4.84,4.86,3.02
41122,0.58,Ideal,J,VS2,62.8,57.0,1196,5.33,5.28,3.33
36384,0.38,Premium,D,SI1,58.9,61.0,941,4.79,4.75,2.81
3026,0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48
23879,1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83
51775,0.72,Ideal,H,SI2,61.3,55.0,2410,5.78,5.81,3.55
48971,0.36,Ideal,G,SI1,62.7,55.0,537,4.54,4.59,2.86
9770,1.11,Ideal,H,SI2,62.7,57.0,4662,6.66,6.59,4.14
30597,0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65
35877,0.48,Ideal,F,SI2,61.0,57.0,918,5.05,5.08,3.09
15839,1.01,Very Good,E,VS2,63.1,60.0,6335,6.3,6.26,3.96
17038,1.55,Ideal,J,SI2,62.0,56.0,6805,7.42,7.38,4.59
24305,1.51,Ideal,G,VS2,62.1,54.0,12551,7.34,7.31,4.55
33052,0.3,Ideal,F,VVS1,61.9,54.0,814,4.35,4.37,2.7
39157,0.36,Ideal,F,IF,60.3,57.0,1063,4.61,4.65,2.79
36857,0.5,Good,D,SI2,58.5,64.0,958,5.2,5.12,3.02
50890,0.59,Very Good,H,IF,61.7,56.0,2317,5.42,5.48,3.36
34681,0.36,Ideal,E,VVS2,62.1,56.0,873,4.53,4.58,2.83
34496,0.32,Ideal,F,VVS1,61.7,55.0,867,4.42,4.46,2.74
21408,1.02,Ideal,F,VVS2,61.1,56.3,9521,6.48,6.52,3.97
26335,2.01,Ideal,G,SI2,62.8,56.0,15841,8.07,8.02,5.05
52328,0.73,Premium,I,VVS2,60.6,58.0,2496,5.78,5.84,3.52
13910,1.01,Ideal,F,VS2,61.0,56.0,5662,6.44,6.4,3.94
53567,0.7,Premium,E,VS1,62.7,60.0,2695,5.64,5.59,3.52
32074,0.36,Very Good,F,VS1,61.3,54.0,781,4.63,4.65,2.84
43573,0.41,Premium,E,VVS1,60.7,58.0,1431,4.86,4.8,2.93
53593,0.7,Good,H,VVS2,58.9,61.5,2699,5.77,5.84,3.42
53445,0.71,Premium,E,SI1,60.3,60.0,2674,5.77,5.74,3.47
49583,0.71,Very Good,F,SI2,59.2,60.0,2134,5.85,5.91,3.48
31862,0.3,Ideal,H,VVS2,61.5,56.0,776,4.35,4.33,2.67
4266,0.78,Ideal,H,VVS2,62.1,56.0,3581,5.88,5.9,3.66
45807,0.5,Ideal,F,VS1,62.5,57.0,1710,5.06,5.09,3.17
30965,0.37,Ideal,F,SI1,61.6,56.0,746,4.61,4.65,2.85
45536,0.51,Ideal,D,SI1,60.4,55.0,1687,5.48,5.18,3.16
9938,0.9,Very Good,D,SI1,62.4,61.0,4693,6.13,6.17,3.84
28533,0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
213,0.71,Ideal,F,VS2,62.1,54.0,2780,5.68,5.72,3.54
3929,0.9,Ideal,J,VS1,62.4,56.0,3498,6.15,6.18,3.85
81,0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
16101,1.0,Good,G,SI1,59.9,58.0,6437,6.44,6.48,3.87
45869,0.51,Ideal,D,VS2,61.4,57.0,1716,5.13,5.16,3.16
22494,2.0,Good,D,SI2,63.8,57.0,10528,7.93,7.88,5.04
4163,0.92,Premium,D,SI2,62.5,59.0,3550,6.24,6.2,3.89
51122,0.71,Very Good,H,SI2,62.2,55.1,2339,5.7,5.72,3.55
22582,1.57,Ideal,I,SI1,62.2,56.0,10633,7.42,7.47,4.63
7134,1.0,Ideal,I,SI1,62.7,56.0,4174,6.33,6.37,3.98
34703,0.31,Ideal,F,IF,62.2,56.0,874,4.31,4.34,2.69
14952,1.2,Premium,I,VS1,62.8,56.0,6021,6.8,6.74,4.25
20549,1.13,Premium,G,VVS1,59.3,59.0,8868,6.87,6.79,4.05
5955,1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0
43138,0.56,Ideal,H,VS2,60.9,57.0,1388,5.32,5.36,3.25
43521,0.59,Ideal,F,SI1,62.0,53.0,1424,5.38,5.43,3.35
1793,0.7,Very Good,D,VS2,62.5,55.0,3052,5.65,5.71,3.55
14805,1.32,Premium,H,VS1,61.3,58.0,5958,7.09,7.01,4.32
39028,0.43,Ideal,G,VVS2,60.1,57.0,1056,4.88,4.91,2.94
32167,0.41,Ideal,H,SI2,61.7,56.0,787,4.8,4.77,2.95
27230,1.71,Ideal,G,VS1,62.2,55.0,17595,7.72,7.65,4.78
14992,1.23,Very Good,H,VS2,58.5,62.0,6039,6.98,7.0,4.09
22809,2.0,Premium,G,SI2,60.7,60.0,10833,8.13,8.07,4.92
53516,0.8,Fair,H,VS2,65.3,58.0,2686,5.78,5.73,3.76
48666,0.75,Ideal,J,VS2,61.5,54.0,2001,5.87,5.9,3.62
23282,1.5,Very Good,H,VVS2,62.7,58.0,11303,7.21,7.24,4.53
2955,0.83,Very Good,E,SI1,63.8,54.0,3295,5.96,6.04,3.83
48287,0.53,Ideal,E,VS2,62.3,57.0,1956,5.23,5.19,3.25
18926,1.5,Very Good,H,SI2,61.3,59.0,7774,7.38,7.41,4.53
49737,0.48,Ideal,F,IF,62.1,55.0,2154,5.0,5.05,3.12
13713,0.37,Ideal,H,VS2,61.7,55.0,603,4.64,4.67,2.87
37794,0.38,Ideal,E,VS1,61.6,56.0,1000,4.62,4.66,2.86
46519,0.53,Ideal,H,VVS1,61.3,56.0,1781,5.22,5.24,3.21
24268,1.71,Very Good,H,VS2,58.8,60.0,12493,7.8,7.85,4.6
17650,1.28,Ideal,H,SI1,61.8,57.0,7109,7.02,6.97,4.32
17516,1.04,Ideal,G,VS2,61.3,57.0,7044,6.53,6.56,4.01
37201,0.33,Ideal,F,VVS2,60.9,56.0,974,4.47,4.5,2.73
8450,1.01,Premium,H,SI2,60.3,60.0,4412,6.49,6.45,3.9
51395,0.71,Premium,D,SI2,62.8,57.0,2368,5.69,5.64,3.56
52209,0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35
37188,0.32,Ideal,D,VVS1,61.8,56.0,973,4.4,4.37,2.71
45327,0.32,Good,E,SI1,63.4,56.0,524,4.31,4.34,2.74
19891,1.2,Premium,G,VS1,60.2,60.0,8442,6.82,6.87,4.12
7475,1.0,Premium,F,SI1,60.8,59.0,4234,6.45,6.41,3.91
7802,1.02,Very Good,G,SI2,62.9,59.0,4291,6.38,6.4,4.02
49362,0.73,Good,J,VS2,60.8,63.0,2098,5.67,5.78,3.48
50541,0.53,Ideal,F,VVS2,61.4,56.0,2275,5.19,5.23,3.2
27484,2.2,Ideal,G,SI2,62.0,57.0,18168,8.31,8.27,5.14
46928,0.52,Premium,G,VS1,62.4,59.0,1815,5.16,5.13,3.21
33944,0.31,Ideal,H,SI1,61.5,55.0,464,4.39,4.42,2.71
9852,1.74,Very Good,H,I1,63.2,55.0,4677,7.62,7.59,4.8
7500,0.79,Ideal,E,VS1,62.0,56.0,4240,5.9,5.93,3.67
38409,0.35,Ideal,G,VVS2,62.1,56.0,1024,4.51,4.47,2.79
48573,0.59,Very Good,E,VS1,61.6,61.0,1993,5.34,5.37,3.3
43444,0.5,Premium,E,SI1,60.2,58.0,1415,5.18,5.15,3.11
38140,0.3,Premium,G,VVS1,62.8,58.0,1013,4.3,4.27,2.69
11512,1.01,Good,G,SI1,63.2,59.0,5021,6.32,6.36,4.01
46895,0.56,Ideal,F,VS2,62.6,55.0,1814,5.29,5.25,3.3
2494,0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
9786,1.01,Very Good,I,VS2,62.3,60.0,4666,6.33,6.41,3.97
8323,1.13,Very Good,J,SI1,62.9,57.7,4391,6.6,6.64,4.16
21454,1.52,Very Good,F,SI2,62.1,58.0,9552,7.26,7.34,4.53
2192,0.79,Very Good,E,SI1,63.3,56.3,3138,5.85,5.88,3.71
43000,0.55,Ideal,D,SI2,61.3,57.0,1368,5.28,5.23,3.22
3336,1.01,Ideal,F,I1,62.2,54.0,3377,6.42,6.44,4.0
39669,0.42,Ideal,G,VS2,61.7,57.0,1087,4.83,4.8,2.97
43266,0.3,Premium,I,SI1,61.4,58.0,506,4.33,4.3,2.65
44303,0.56,Very Good,D,SI1,63.9,56.0,1578,5.2,5.26,3.34
36813,0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72
22110,1.87,Ideal,J,SI1,62.3,57.0,10137,7.88,7.82,4.89
30324,0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,2.8
7822,1.0,Very Good,D,SI2,63.3,60.0,4295,6.29,6.19,3.95
4029,0.75,Ideal,G,VVS2,61.3,55.0,3525,5.85,5.89,3.59
51473,0.73,Very Good,H,SI1,62.6,58.0,2377,5.75,5.76,3.6
27478,2.01,Very Good,H,SI1,59.1,58.0,18149,8.29,8.36,4.92
40828,0.5,Very Good,G,SI1,60.8,63.0,1171,5.08,5.11,3.1
25439,1.68,Very Good,G,VS2,62.7,58.0,14192,7.51,7.54,4.72
14830,1.01,Premium,E,SI1,60.0,59.0,5973,6.53,6.47,3.9
51354,0.72,Premium,F,SI1,62.0,60.0,2364,5.74,5.77,3.57
30054,0.41,Premium,G,SI1,61.7,59.0,719,4.71,4.73,2.91
11348,1.01,Premium,F,SI1,61.8,59.0,4989,6.41,6.34,3.94
35559,0.35,Premium,G,VS1,61.7,61.0,906,4.52,4.49,2.78
33416,0.32,Premium,H,VVS2,60.2,60.0,828,4.48,4.45,2.69
22079,1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73
38997,0.52,Ideal,H,SI2,61.0,55.0,1054,5.19,5.23,3.18
52192,0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6
5276,1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
21132,1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28
50234,0.7,Ideal,G,SI2,62.6,55.0,2232,5.66,5.69,3.55
41614,0.27,Very Good,H,VVS1,61.2,57.0,504,4.15,4.18,2.55
42918,0.53,Good,F,SI1,63.8,58.0,1363,5.17,5.12,3.28
28267,0.28,Very Good,H,SI1,61.5,56.0,360,4.21,4.24,2.6
12869,1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32
26061,2.03,Ideal,I,SI1,61.8,57.0,15272,8.07,8.14,5.01
42672,0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
26939,1.5,Very Good,E,VS1,59.5,61.0,16988,7.43,7.46,4.43
5749,0.76,Premium,D,VS1,60.6,58.0,3894,5.95,5.89,3.59
38356,0.33,Ideal,F,VVS1,61.9,56.0,1021,4.47,4.42,2.75
22396,1.52,Ideal,I,IF,62.2,57.0,10419,7.27,7.33,4.54
49947,0.63,Good,F,VS1,61.6,60.7,2188,5.46,5.52,3.38
41109,0.59,Ideal,F,SI2,61.7,54.0,1195,5.38,5.44,3.34
51131,0.58,Ideal,F,VVS2,62.0,55.0,2340,5.32,5.4,3.31
4507,0.91,Very Good,E,SI2,62.5,59.0,3632,6.16,6.23,3.87
17259,1.04,Premium,F,VS2,61.9,58.0,6908,6.55,6.51,4.04
37738,0.4,Ideal,G,VVS1,60.2,60.0,997,4.78,4.82,2.89
19320,1.2,Premium,G,VS2,62.3,56.0,8030,6.8,6.68,4.2
8529,1.0,Good,D,SI2,58.1,65.0,4427,6.54,6.48,3.78
8648,1.0,Premium,F,SI2,61.1,61.0,4452,6.38,6.35,3.89
33317,0.35,Premium,D,SI1,61.0,60.0,827,4.58,4.54,2.78
48125,0.54,Ideal,E,VS1,62.0,56.0,1939,5.17,5.25,3.23
26032,0.32,Ideal,G,VS1,61.3,57.0,645,4.37,4.4,2.69
26374,2.02,Very Good,H,SI2,59.9,55.0,15851,8.17,8.28,4.93
24469,1.7,Premium,I,VS1,59.8,59.0,12737,7.79,7.7,4.63
36289,0.34,Premium,I,VS2,61.8,58.0,477,4.48,4.51,2.78
14541,1.18,Good,D,SI2,59.7,61.0,5871,6.83,6.88,4.09
42593,0.5,Very Good,E,SI1,60.9,58.0,1331,5.1,5.14,3.12
15838,1.01,Premium,E,VS2,60.2,58.0,6335,6.56,6.52,3.94
32823,0.34,Ideal,D,VS2,62.0,55.0,805,4.45,4.48,2.77
50685,0.62,Good,D,VS2,58.9,64.0,2288,5.62,5.55,3.29
10676,1.12,Ideal,J,SI1,62.4,57.0,4840,6.65,6.6,4.14
53661,0.71,Fair,F,VS1,57.3,67.0,2707,5.96,5.76,3.36
26258,2.16,Ideal,J,VS1,61.4,59.0,15714,8.27,8.33,5.1
14882,1.82,Fair,H,I1,67.3,58.0,5993,7.5,7.47,5.04
49101,0.52,Very Good,F,VVS2,62.1,58.0,2064,5.12,5.16,3.19
18183,1.14,Ideal,G,VS2,62.0,55.0,7371,6.68,6.77,4.17
843,0.79,Premium,E,SI2,61.0,58.0,2868,5.96,5.9,3.62
9184,1.08,Ideal,G,SI2,62.2,56.0,4544,6.56,6.59,4.09
36370,0.4,Ideal,E,VS1,61.2,55.0,940,4.76,4.79,2.92
47383,0.54,Premium,G,VS1,61.1,59.0,1847,5.26,5.22,3.2
28218,0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
50824,0.71,Good,F,SI1,63.7,58.0,2308,5.65,5.62,3.59
24033,0.4,Ideal,J,VS1,61.5,58.0,633,4.73,4.76,2.92
17881,1.18,Ideal,H,VS1,64.9,58.0,7216,6.57,6.53,4.25
10045,0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63
27323,2.01,Premium,H,SI1,61.1,60.0,17849,8.15,8.11,4.97
40284,0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77
10446,1.01,Ideal,E,SI2,62.2,56.0,4788,6.42,6.45,4.0
16296,1.22,Ideal,F,SI2,62.5,56.0,6518,6.85,6.81,4.27
31736,0.31,Ideal,H,IF,62.0,56.0,772,4.36,4.39,2.71
4476,0.92,Premium,H,SI1,62.4,58.0,3624,6.19,6.22,3.87
36044,0.45,Fair,F,VS2,67.0,56.0,923,4.77,4.7,3.17
39176,0.35,Ideal,D,VS2,60.6,56.0,1063,4.57,4.54,2.76
4760,0.81,Very Good,F,VS1,62.7,56.0,3689,5.92,5.98,3.73
30732,0.33,Ideal,D,VS1,61.7,55.0,739,4.47,4.48,2.76
14075,1.03,Ideal,E,SI1,62.0,53.0,5710,6.5,6.47,4.02
12423,1.0,Ideal,F,SI1,62.0,55.0,5239,6.39,6.44,3.98
29691,0.31,Ideal,H,VVS1,62.2,54.0,707,4.36,4.39,2.72
5502,0.74,Ideal,F,VS1,61.7,56.0,3845,5.79,5.87,3.6
51026,0.71,Ideal,H,SI1,60.7,59.0,2328,5.75,5.81,3.51
24522,1.57,Ideal,H,VS2,61.5,54.0,12809,7.47,7.5,4.61
38695,0.37,Premium,E,VS2,59.5,59.0,1041,4.71,4.64,2.78
4061,0.32,Good,D,SI2,64.1,54.0,571,4.37,4.34,2.79
7781,0.9,Ideal,F,SI1,61.5,56.0,4284,6.25,6.2,3.83
51870,0.71,Very Good,F,SI1,62.8,59.0,2427,5.62,5.66,3.54
31717,0.33,Ideal,E,VS1,62.3,53.8,771,4.42,4.44,2.76
22649,1.54,Ideal,D,SI1,63.0,54.0,10694,7.33,7.28,4.6
22377,0.31,Very Good,H,VS2,63.1,57.0,628,4.32,4.27,2.71
42645,0.5,Premium,H,VS2,60.9,59.0,1332,5.14,5.11,3.12
52212,0.7,Very Good,H,VS1,62.6,57.0,2482,5.64,5.73,3.56
10821,1.1,Ideal,I,SI1,60.8,61.0,4868,6.63,6.7,4.05
37255,0.31,Ideal,F,VVS2,62.4,55.0,977,4.36,4.33,2.71
12758,1.2,Very Good,I,VS1,63.1,58.0,5322,6.7,6.62,4.2
36613,0.32,Premium,G,SI1,62.6,58.0,477,4.31,4.35,2.71
40008,0.41,Premium,F,VS2,62.8,58.0,1107,4.73,4.69,2.96
50386,0.52,Ideal,F,VVS1,61.9,55.0,2251,5.17,5.2,3.21
17572,1.06,Ideal,F,VS2,61.0,57.0,7075,6.57,6.6,4.02
32593,0.3,Ideal,F,VVS1,61.8,54.0,802,4.33,4.37,2.69
34746,0.41,Very Good,H,SI1,63.3,56.0,876,4.74,4.71,2.99
13727,0.27,Ideal,E,VS2,62.7,55.0,603,4.18,4.15,2.61
6269,1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
46693,0.56,Ideal,E,VS1,62.3,57.0,1791,5.3,5.26,3.29
34720,0.37,Premium,D,SI1,62.7,58.0,874,4.58,4.55,2.86
45482,0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18
28824,0.41,Premium,D,SI2,62.3,58.0,683,4.74,4.77,2.96
35449,0.32,Ideal,E,VS2,62.1,55.0,900,4.4,4.36,2.72
23455,1.91,Ideal,J,SI1,60.7,56.0,11447,8.01,8.09,4.89
24910,1.51,Very Good,G,VS1,61.8,57.0,13348,7.31,7.42,4.55
23504,1.25,Ideal,G,IF,60.2,54.0,11511,6.99,7.03,4.22
45061,0.57,Very Good,G,VS2,63.3,56.0,1641,5.3,5.25,3.34
51451,0.55,Premium,F,VS2,62.7,58.0,2376,5.28,5.25,3.3
32120,0.34,Very Good,E,VS1,62.3,53.0,784,4.47,4.52,2.8
4574,0.92,Premium,G,SI2,58.4,58.0,3648,6.4,6.34,3.73
44668,0.32,Ideal,H,VS2,61.5,55.0,523,4.41,4.44,2.72
50940,0.63,Ideal,G,VS2,61.9,58.0,2320,5.48,5.51,3.4
41769,0.44,Very Good,E,VS1,62.2,58.0,1246,4.8,4.85,3.0
10269,1.01,Ideal,E,SI2,59.2,56.0,4751,6.63,6.59,3.91
25720,2.06,Premium,E,SI2,58.8,58.0,14634,8.42,8.35,4.93
50396,0.59,Very Good,D,VS1,62.6,58.0,2254,5.34,5.39,3.36
49055,0.61,Very Good,I,IF,60.2,57.0,2057,5.49,5.58,3.33
9267,0.92,Very Good,E,SI1,62.1,58.0,4562,6.15,6.22,3.84
10466,0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
18343,1.7,Good,I,SI2,63.6,59.0,7464,7.62,7.52,4.8
20756,1.53,Premium,E,SI2,58.9,59.0,8996,7.63,7.55,4.47
50376,0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
51173,0.73,Premium,F,SI1,59.3,61.0,2346,5.85,5.82,3.46
19677,1.51,Ideal,G,SI1,61.6,56.0,8283,7.34,7.25,4.5
12513,1.01,Very Good,H,VS2,63.2,58.0,5260,6.34,6.26,3.98
43806,0.51,Very Good,G,VS2,63.4,55.0,1443,5.06,5.03,3.2
44845,0.52,Ideal,F,VS2,61.1,56.0,1625,5.19,5.23,3.18
4773,0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81
18577,1.23,Premium,H,VS1,61.1,58.0,7577,6.91,6.86,4.21
22604,1.35,Ideal,G,VS1,62.7,57.0,10656,7.02,7.07,4.42
